,SHOT
41776,1120117013
41777,1120117014
41778,1120117015
41779,1120117016
41780,1120117017
41781,1120117018
41782,1120117019
41783,1120117020
41784,1120117021
41785,1120117022
41786,1120117023
41787,1120117024
41788,1120117025
41789,1120117026
41790,1120117027
41791,1120117028
41792,1120117029
41793,1120117030
41794,1120117031
41795,1120118001
41799,1120118005
41800,1120118006
41801,1120118007
41802,1120118008
41803,1120118009
41804,1120118010
41806,1120118012
41807,1120118013
41808,1120118014
41809,1120118015
41810,1120118016
41811,1120118017
41812,1120118018
41813,1120118019
41814,1120118020
41815,1120118021
41816,1120118022
41817,1120118023
41818,1120118024
41819,1120118025
41820,1120118026
41821,1120118027
41822,1120118028
41823,1120118029
41824,1120118030
41825,1120118031
41826,1120118032
41827,1120119001
41828,1120119002
41829,1120119003
41830,1120119004
41831,1120119005
41832,1120119006
41833,1120119007
41834,1120119008
41835,1120119009
41836,1120119010
41837,1120119011
41838,1120119012
41839,1120119013
41840,1120119014
41841,1120119015
41842,1120119016
41843,1120119017
41845,1120124002
41846,1120124003
41847,1120124004
41848,1120124005
41849,1120124006
41850,1120124007
41852,1120124009
41853,1120124010
41854,1120125001
41855,1120125002
41856,1120125003
41857,1120125004
41858,1120125005
41859,1120125006
41860,1120125007
41861,1120125008
41862,1120125009
41863,1120125010
41864,1120125011
41865,1120125012
41866,1120125013
41867,1120125014
41868,1120125015
41869,1120125016
41870,1120125017
41871,1120125018
41872,1120125019
41873,1120125020
41874,1120125021
41875,1120125022
41876,1120125023
41877,1120125024
41879,1120125026
41880,1120125027
41881,1120125028
41882,1120125029
41883,1120125030
41884,1120125031
41885,1120125032
41886,1120125033
41887,1120125034
41888,1120125035
41889,1120127001
41890,1120127002
41891,1120127003
41892,1120127004
41893,1120127005
41894,1120127006
41895,1120127007
41896,1120127008
41897,1120127009
41898,1120127010
41899,1120127011
41900,1120127012
41902,1120127014
41903,1120127015
41904,1120127016
41905,1120127017
41906,1120127018
41907,1120127019
41909,1120127021
41910,1120127022
41911,1120127023
41912,1120127024
41913,1120127025
41914,1120127026
41918,1120131004
41919,1120131005
41920,1120131006
41921,1120131007
41922,1120131008
41923,1120131009
41924,1120131010
41925,1120131011
41926,1120131012
41927,1120131013
41928,1120131014
41929,1120131015
41930,1120131016
41931,1120131017
41932,1120131018
41933,1120131019
41934,1120131020
41935,1120131021
41936,1120131022
41937,1120131023
41938,1120131024
41939,1120131025
41940,1120131026
41941,1120131027
41942,1120131028
41943,1120131029
41944,1120131030
41945,1120131031
41946,1120131032
41952,1120202003
41953,1120202004
41954,1120202005
41955,1120202006
41956,1120202007
41957,1120202008
41958,1120202009
41959,1120202010
41960,1120202011
41961,1120202012
41962,1120202013
41963,1120202014
41964,1120202015
41965,1120202016
41966,1120202017
41967,1120202018
41968,1120202019
41969,1120202020
41970,1120202021
41971,1120202022
41972,1120202023
41973,1120203001
41974,1120203002
41975,1120203003
41976,1120203004
41977,1120203005
41978,1120203006
41979,1120203007
41980,1120203008
41981,1120203009
41982,1120203010
41983,1120203011
41984,1120203012
41985,1120203013
41986,1120203014
41987,1120203015
41988,1120203016
41989,1120203017
41990,1120203018
41991,1120203019
41992,1120203020
41993,1120203021
41994,1120203022
41995,1120203023
41996,1120203024
41997,1120203025
41998,1120203026
41999,1120203027
42000,1120203028
42001,1120203029
42002,1120203030
42003,1120203031
42004,1120203032
42005,1120203033
42006,1120203034
42007,1120203035
42008,1120203036
42010,1120207002
42011,1120207003
42012,1120207004
42013,1120207005
42014,1120207006
42015,1120207007
42016,1120207008
42017,1120207009
42018,1120207010
42019,1120207011
42020,1120207012
42021,1120207013
42022,1120207014
42023,1120207015
42024,1120207016
42025,1120207017
42026,1120207018
42027,1120207019
42028,1120207020
42029,1120207021
42030,1120207022
42031,1120207023
42032,1120207024
42033,1120207025
42034,1120207026
42035,1120207027
42036,1120207028
42037,1120207029
42038,1120207030
42039,1120207031
42040,1120207032
42041,1120208001
42042,1120208002
42043,1120208003
42044,1120208004
42045,1120208005
42046,1120208006
42047,1120208007
42048,1120208008
42049,1120208009
42050,1120208010
42051,1120208011
42052,1120208012
42053,1120208013
42054,1120208014
42055,1120208015
42056,1120208016
42057,1120208017
42058,1120208018
42059,1120208019
42060,1120208020
42061,1120208021
42062,1120208022
42063,1120208023
42064,1120208024
42065,1120208025
42066,1120208026
42067,1120208027
42068,1120208028
42069,1120208029
42071,1120209002
42072,1120209003
42073,1120209004
42074,1120209005
42075,1120209006
42081,1120209012
42082,1120209013
42084,1120210002
42085,1120210003
42086,1120210004
42087,1120210005
42088,1120210006
42089,1120210007
42090,1120210008
42091,1120210009
42092,1120210010
42093,1120210011
42094,1120210012
42095,1120210013
42096,1120210014
42097,1120210015
42098,1120210016
42099,1120210017
42100,1120210018
42101,1120210019
42102,1120210020
42103,1120210021
42104,1120210022
42105,1120210023
42106,1120210024
42107,1120210025
42108,1120210026
42109,1120210027
42110,1120210028
42111,1120210029
42112,1120210030
42113,1120210031
42114,1120210032
42115,1120210033
42135,1120214002
42136,1120214003
42137,1120214004
42138,1120214005
42139,1120214006
42140,1120214007
42141,1120214008
42142,1120214009
42143,1120214010
42144,1120214011
42145,1120214012
42146,1120214013
42147,1120214014
42148,1120214015
42149,1120214016
42150,1120214017
42151,1120214018
42152,1120214019
42153,1120214020
42154,1120214021
42155,1120214022
42156,1120214023
42157,1120214024
42158,1120214025
42159,1120214026
42160,1120214027
42161,1120214028
42162,1120214029
42163,1120214030
42164,1120214031
42165,1120214032
42166,1120215001
42167,1120215002
42168,1120215003
42169,1120215004
42170,1120215005
42171,1120215006
42173,1120215008
42174,1120215009
42175,1120215010
42176,1120215011
42177,1120215012
42178,1120215013
42179,1120215014
42180,1120215015
42181,1120215016
42182,1120215017
42185,1120215020
42186,1120215021
42187,1120215022
42188,1120215023
42189,1120215024
42190,1120215025
42191,1120215026
42192,1120216001
42193,1120216002
42194,1120216003
42195,1120216004
42196,1120216005
42197,1120216006
42198,1120216007
42199,1120216008
42200,1120216009
42201,1120216010
42202,1120216011
42203,1120216012
42204,1120216013
42205,1120216014
42208,1120216017
42209,1120216018
42210,1120216019
42211,1120216020
42212,1120216021
42213,1120216022
42214,1120216023
42215,1120216024
42216,1120216025
42217,1120216026
42218,1120216027
42219,1120216028
42220,1120216029
42221,1120216030
42222,1120216031
42223,1120217001
42224,1120217002
42225,1120217003
42229,1120217007
42230,1120217008
42231,1120217009
42232,1120217010
42233,1120217011
42234,1120217012
42235,1120217013
42236,1120217014
42237,1120217015
42238,1120217016
42239,1120217017
42240,1120217018
42241,1120217019
42242,1120217020
42243,1120217021
42244,1120217022
42245,1120217023
42246,1120217024
42247,1120217025
42248,1120217026
42249,1120217027
42250,1120217028
42252,1120221002
42253,1120221003
42254,1120221004
42255,1120221005
42256,1120221006
42257,1120221007
42258,1120221008
42259,1120221009
42260,1120221010
42261,1120221011
42262,1120221012
42263,1120221013
42264,1120221014
42265,1120221015
42266,1120221016
42267,1120221017
42268,1120221018
42269,1120221019
42270,1120221020
42271,1120221021
42272,1120221022
42273,1120221023
42274,1120221024
42275,1120221025
42276,1120221026
42277,1120221027
42278,1120221028
42279,1120221029
42280,1120221030
42281,1120221031
42282,1120221032
42283,1120221033
42284,1120221034
42292,1120222008
42293,1120222009
42294,1120222010
42295,1120222011
42296,1120222012
42297,1120222013
42298,1120222014
42299,1120222015
42300,1120222016
42301,1120222017
42302,1120222018
42303,1120222019
42304,1120222020
42305,1120222021
42306,1120222022
42307,1120222023
42308,1120222024
42309,1120222025
42310,1120222026
42311,1120222027
42312,1120223001
42313,1120223002
42314,1120223003
42315,1120223004
42316,1120223005
42317,1120223006
42318,1120223007
42319,1120223008
42320,1120223009
42321,1120223010
42322,1120223011
42323,1120223012
42324,1120223013
42325,1120223014
42326,1120223015
42327,1120223016
42328,1120223017
42329,1120223018
42330,1120223019
42331,1120223020
42332,1120223021
42333,1120223022
42334,1120223023
42335,1120223024
42336,1120223025
42337,1120223026
42338,1120223027
42339,1120223028
42340,1120223029
42341,1120223030
42342,1120223031
42343,1120223032
42344,1120223033
42345,1120223034
42346,1120224001
42347,1120224002
42348,1120224003
42349,1120224004
42350,1120224005
42351,1120224006
42352,1120224007
42353,1120224008
42354,1120224009
42355,1120224010
42356,1120224011
42357,1120224012
42358,1120224013
42359,1120224014
42360,1120224015
42361,1120224016
42362,1120224017
42363,1120224018
42364,1120224019
42365,1120224020
42366,1120224021
42367,1120224022
42368,1120224023
42369,1120224024
42370,1120224025
42371,1120224026
42372,1120224027
42373,1120224028
42374,1120224029
42375,1120224030
42376,1120224031
42377,1120224032
42378,1120224033
42379,1120224034
42413,1120427008
42414,1120427009
42415,1120427010
42416,1120427011
42417,1120427012
42418,1120427013
42419,1120427014
42420,1120427015
42421,1120427016
42422,1120427017
42423,1120427018
42424,1120427019
42425,1120427020
42426,1120427021
42427,1120427022
42428,1120427023
42429,1120427024
42430,1120427025
42431,1120427026
42432,1120427027
42433,1120427028
42434,1120427029
42435,1120427030
42436,1120427031
42437,1120427032
42438,1120427033
42442,1120501004
42443,1120501005
42444,1120501006
42445,1120501007
42446,1120501008
42447,1120501009
42448,1120501010
42449,1120501011
42450,1120501012
42451,1120501013
42452,1120501014
42455,1120501017
42456,1120501018
42457,1120501019
42458,1120501020
42459,1120501021
42460,1120501022
42461,1120501023
42462,1120501024
42463,1120501025
42464,1120501026
42465,1120501027
42466,1120501028
42467,1120501029
42468,1120501030
42469,1120501031
42470,1120501032
42471,1120501033
42472,1120501034
42473,1120502001
42474,1120502002
42475,1120502003
42476,1120502004
42477,1120502005
42478,1120502006
42479,1120502007
42480,1120502008
42481,1120502009
42482,1120502010
42483,1120502011
42484,1120502012
42485,1120502013
42486,1120502014
42487,1120502015
42488,1120502016
42489,1120502017
42490,1120502018
42491,1120502019
42492,1120502020
42493,1120502021
42494,1120502022
42495,1120502023
42496,1120502024
42497,1120502025
42498,1120502026
42499,1120503001
42500,1120503002
42501,1120503003
42502,1120503004
42503,1120503005
42504,1120503006
42505,1120503007
42506,1120503008
42507,1120503009
42508,1120503010
42509,1120503011
42510,1120503012
42511,1120503013
42512,1120503014
42513,1120503015
42514,1120503016
42515,1120503017
42516,1120503018
42517,1120503019
42518,1120503020
42519,1120503021
42520,1120503022
42521,1120503023
42522,1120503024
42523,1120503025
42524,1120503026
42525,1120503027
42526,1120503028
42527,1120503029
42528,1120503030
42532,1120508004
42533,1120508005
42534,1120508006
42535,1120508007
42536,1120508008
42537,1120508009
42538,1120508010
42539,1120508011
42540,1120508012
42541,1120508013
42542,1120508014
42543,1120508015
42544,1120508016
42545,1120508017
42546,1120508018
42547,1120508019
42548,1120508020
42549,1120508021
42550,1120508022
42551,1120508023
42552,1120508024
42553,1120508025
42554,1120508026
42555,1120508027
42556,1120508028
42557,1120508029
42558,1120508030
42559,1120508031
42560,1120508032
42561,1120508033
42564,1120509003
42565,1120509004
42566,1120509005
42567,1120509006
42569,1120509009
42570,1120509010
42571,1120509011
42572,1120509012
42573,1120509013
42574,1120509014
42575,1120509015
42576,1120509016
42577,1120509017
42578,1120509018
42579,1120509019
42580,1120509020
42581,1120509021
42582,1120509022
42583,1120509023
42584,1120509024
42585,1120509025
42586,1120509026
42587,1120509027
42588,1120509028
42589,1120509029
42590,1120509030
42591,1120509031
42592,1120509032
42593,1120509033
42594,1120510001
42595,1120510002
42596,1120510003
42597,1120510004
42598,1120510005
42599,1120510006
42600,1120510007
42601,1120510008
42602,1120510009
42603,1120510010
42604,1120510011
42605,1120510012
42606,1120510013
42607,1120510014
42608,1120510015
42609,1120510016
42610,1120510017
42611,1120510018
42612,1120510019
42613,1120510020
42614,1120510021
42615,1120510022
42616,1120510023
42617,1120510024
42618,1120510025
42619,1120510026
42620,1120510027
42621,1120510028
42622,1120510029
42623,1120510030
42626,1120514003
42627,1120514004
42629,1120514006
42630,1120514007
42631,1120514008
42632,1120514009
42633,1120514010
42634,1120514011
42635,1120514012
42636,1120514013
42637,1120514014
42639,1120516001
42640,1120516002
42641,1120516003
42642,1120516004
42643,1120516005
42644,1120516006
42645,1120516007
42646,1120516008
42647,1120516009
42648,1120516010
42649,1120516011
42650,1120516012
42651,1120516013
42657,1120516019
42658,1120516020
42659,1120516021
42660,1120516022
42661,1120516023
42663,1120517002
42664,1120517003
42665,1120517004
42666,1120517005
42667,1120517006
42668,1120517007
42669,1120517008
42670,1120517009
42671,1120517010
42672,1120517011
42673,1120517012
42674,1120517013
42675,1120517014
42676,1120517015
42677,1120517016
42678,1120517017
42679,1120517018
42680,1120517019
42681,1120517020
42682,1120517021
42683,1120517022
42684,1120517023
42685,1120517024
42686,1120517025
42687,1120517026
42688,1120517027
42689,1120517028
42690,1120517029
42691,1120517030
42692,1120517031
42693,1120517032
42694,1120517033
42695,1120518001
42697,1120518003
42698,1120518004
42700,1120518006
42701,1120518007
42702,1120518008
42703,1120518009
42704,1120518010
42705,1120518011
42706,1120518012
42707,1120518013
42708,1120518014
42709,1120518015
42710,1120518016
42711,1120518017
42712,1120518018
42713,1120518019
42714,1120518020
42715,1120518021
42716,1120518022
42717,1120518023
42718,1120518024
42719,1120518025
42720,1120518026
42721,1120522001
42722,1120522002
42723,1120522003
42724,1120522004
42725,1120522005
42726,1120522006
42727,1120522007
42728,1120522008
42729,1120522009
42730,1120522010
42731,1120522011
42732,1120522012
42733,1120522013
42734,1120522014
42735,1120522015
42736,1120522016
42737,1120522017
42738,1120522018
42739,1120522019
42740,1120522020
42741,1120522021
42742,1120522022
42744,1120522024
42745,1120522025
42748,1120522028
42749,1120522029
42750,1120522030
42751,1120522031
42752,1120523001
42753,1120523002
42754,1120523003
42755,1120523004
42756,1120523005
42757,1120523006
42758,1120523007
42759,1120523008
42760,1120523009
42761,1120523010
42762,1120523011
42763,1120523012
42764,1120523013
42765,1120523014
42766,1120523015
42767,1120523016
42768,1120523017
42769,1120523018
42770,1120523019
42771,1120523020
42772,1120523021
42773,1120523022
42774,1120523023
42775,1120523024
42776,1120523025
42777,1120523026
42778,1120523027
42779,1120523028
42780,1120523029
42781,1120523030
42782,1120523031
42783,1120523032
42784,1120523033
42785,1120523034
42794,1120530001
42795,1120530002
42799,1120530006
42800,1120530007
42801,1120530008
42802,1120530009
42803,1120530010
42804,1120530011
42805,1120530012
42807,1120530014
42808,1120530015
42809,1120530016
42810,1120530017
42811,1120530018
42812,1120530019
42813,1120530020
42814,1120530021
42815,1120530022
42816,1120530023
42817,1120530024
42819,1120530026
42820,1120530027
42821,1120530028
42822,1120530029
42823,1120530030
42825,1120531002
42826,1120531003
42827,1120531004
42828,1120531005
42829,1120531006
42830,1120531007
42831,1120531008
42832,1120531009
42833,1120531010
42834,1120531011
42835,1120531012
42836,1120531013
42837,1120531014
42838,1120531015
42839,1120531016
42840,1120531017
42841,1120531018
42842,1120531019
42843,1120531020
42844,1120531021
42845,1120531022
42846,1120531023
42847,1120531024
42848,1120531025
42849,1120531026
42850,1120531027
42851,1120531028
42853,1120531030
42854,1120531031
42855,1120531032
42856,1120531033
42857,1120531034
42858,1120601001
42859,1120601002
42860,1120601003
42861,1120601004
42862,1120601005
42863,1120601006
42864,1120601007
42865,1120601008
42866,1120601009
42867,1120601010
42868,1120601011
42869,1120601012
42870,1120601013
42871,1120601014
42873,1120601016
42874,1120601017
42875,1120601018
42876,1120601019
42877,1120601020
42878,1120601021
42879,1120601022
42880,1120601023
42881,1120601024
42882,1120601025
42883,1120601026
42884,1120601027
42885,1120601028
42886,1120601029
42887,1120601030
42901,1120605002
42902,1120605003
42903,1120605004
42904,1120605005
42905,1120605006
42906,1120605007
42908,1120605009
42909,1120605010
42910,1120605011
42911,1120605012
42912,1120605013
42913,1120605014
42914,1120605015
42915,1120605016
42916,1120605017
42917,1120605018
42918,1120605019
42919,1120605020
42920,1120605021
42921,1120605022
42922,1120605023
42923,1120605024
42924,1120605025
42925,1120606001
42926,1120606002
42927,1120606003
42928,1120606004
42929,1120606005
42930,1120606006
42931,1120606007
42932,1120606008
42933,1120606009
42934,1120606010
42935,1120606011
42936,1120606012
42937,1120606013
42938,1120606014
42939,1120606015
42941,1120606017
42942,1120606018
42943,1120606019
42944,1120606020
42945,1120606021
42947,1120606023
42948,1120606024
42949,1120606025
42950,1120606026
42951,1120606027
42952,1120606028
42953,1120606029
42954,1120606030
42955,1120606031
42956,1120606032
42957,1120606033
42958,1120607001
42959,1120607002
42960,1120607003
42961,1120607004
42962,1120607005
42963,1120607006
42964,1120607007
42965,1120607008
42966,1120607009
42967,1120607010
42968,1120607011
42969,1120607012
42970,1120607013
42979,1120608004
42986,1120608011
42987,1120608012
42988,1120608013
42989,1120608014
42990,1120608015
42991,1120608016
42992,1120608017
42993,1120608018
42994,1120608019
42995,1120608020
42996,1120608021
42997,1120608022
42998,1120608023
42999,1120608024
43000,1120612001
43001,1120612002
43002,1120612003
43003,1120612004
43004,1120612005
43005,1120612006
43006,1120612007
43007,1120612008
43008,1120612009
43009,1120612010
43010,1120612011
43011,1120612012
43012,1120612013
43013,1120612014
43014,1120612015
43015,1120612016
43016,1120612017
43017,1120612018
43019,1120612020
43020,1120612021
43021,1120612022
43022,1120612023
43023,1120612024
43024,1120612025
43025,1120612026
43026,1120612027
43027,1120612028
43028,1120612029
43029,1120613001
43030,1120613002
43031,1120613003
43032,1120613004
43033,1120613005
43034,1120613006
43035,1120613007
43036,1120613008
43037,1120613009
43039,1120613011
43040,1120613012
43041,1120613013
43042,1120613014
43043,1120613015
43044,1120613016
43045,1120613017
43046,1120613018
43047,1120613019
43048,1120613020
43049,1120613021
43050,1120613022
43051,1120613023
43052,1120613024
43053,1120613025
43054,1120613026
43055,1120613027
43056,1120613028
43057,1120613029
43058,1120613030
43059,1120613031
43060,1120613032
43061,1120613033
43062,1120613034
43063,1120614001
43064,1120614002
43065,1120614003
43066,1120614004
43067,1120614005
43068,1120614006
43069,1120614007
43071,1120614009
43072,1120614010
43073,1120614011
43074,1120614012
43075,1120614013
43076,1120614014
43079,1120614017
43080,1120614018
43081,1120614019
43082,1120614020
43083,1120614021
43084,1120614022
43085,1120614023
43086,1120614024
43087,1120614025
43088,1120614026
43089,1120614027
43090,1120614028
43091,1120614029
43093,1120615002
43094,1120615003
43095,1120615004
43096,1120615005
43097,1120615006
43098,1120615007
43099,1120615008
43100,1120615009
43101,1120615010
43102,1120615011
43103,1120615012
43104,1120615013
43105,1120615014
43106,1120615015
43107,1120615016
43108,1120615017
43109,1120615018
43110,1120615019
43111,1120615020
43112,1120615021
43113,1120615022
43114,1120615023
43115,1120615024
43116,1120615025
43117,1120615026
43118,1120615027
43119,1120615028
43120,1120615029
43129,1120619002
43130,1120619003
43131,1120619004
43132,1120619005
43133,1120619006
43134,1120619007
43135,1120619008
43136,1120619009
43137,1120619010
43138,1120619011
43139,1120619012
43140,1120619013
43141,1120619014
43142,1120619015
43143,1120619016
43144,1120619017
43145,1120619018
43146,1120619019
43147,1120619020
43148,1120619021
43149,1120619022
43150,1120619023
43151,1120619024
43152,1120619025
43153,1120619026
43154,1120619027
43158,1120620003
43160,1120620005
43161,1120620006
43162,1120620007
43163,1120620008
43164,1120620009
43165,1120620010
43166,1120620011
43167,1120620012
43168,1120620013
43169,1120620014
43170,1120620015
43171,1120620016
43172,1120620017
43173,1120620018
43174,1120620019
43175,1120620020
43176,1120620021
43177,1120620022
43178,1120620023
43179,1120620024
43180,1120620025
43181,1120620026
43182,1120620027
43183,1120620028
43184,1120620029
43185,1120620030
43186,1120621001
43187,1120621002
43188,1120621003
43189,1120621004
43190,1120621005
43191,1120621006
43192,1120621007
43193,1120621008
43194,1120621009
43195,1120621010
43196,1120621011
43197,1120621012
43198,1120621013
43199,1120621014
43200,1120621015
43201,1120621016
43202,1120621017
43203,1120621018
43204,1120621019
43205,1120621020
43206,1120621021
43207,1120621022
43208,1120621023
43209,1120621024
43210,1120621025
43211,1120621026
43229,1120622006
43230,1120622007
43231,1120622008
43232,1120622009
43233,1120622010
43234,1120622011
43235,1120622012
43236,1120622013
43237,1120622014
43238,1120622015
43239,1120622016
43240,1120622017
43241,1120622018
43242,1120622019
43243,1120622020
43244,1120622021
43245,1120622022
43246,1120622023
43247,1120622024
43248,1120622025
43249,1120622026
43250,1120622027
43251,1120626001
43252,1120626002
43253,1120626003
43254,1120626004
43255,1120626005
43256,1120626006
43257,1120626007
43258,1120626008
43259,1120626009
43260,1120626010
43261,1120626011
43262,1120626012
43263,1120626013
43264,1120626014
43265,1120626015
43266,1120626016
43267,1120626017
43268,1120626018
43269,1120626019
43270,1120626020
43271,1120626021
43272,1120626022
43273,1120626023
43274,1120626024
43275,1120626025
43277,1120626027
43278,1120626028
43279,1120626029
43280,1120626030
43281,1120626031
43282,1120626032
43283,1120627001
43284,1120627002
43285,1120627003
43286,1120627004
43287,1120627005
43288,1120627006
43289,1120627007
43290,1120627008
43291,1120627009
43292,1120627010
43293,1120627011
43294,1120627012
43295,1120627013
43296,1120627014
43297,1120627015
43298,1120627016
43299,1120627017
43300,1120627018
43301,1120627019
43302,1120627020
43303,1120627021
43304,1120627022
43305,1120629001
43306,1120629002
43307,1120629003
43308,1120629004
43309,1120629005
43310,1120629006
43311,1120629007
43312,1120629008
43313,1120629009
43314,1120629010
43315,1120629011
43316,1120629012
43317,1120629013
43318,1120629014
43319,1120629015
43320,1120629016
43321,1120629017
43322,1120629018
43324,1120703002
43325,1120703003
43326,1120703004
43327,1120703005
43328,1120703006
43329,1120703007
43330,1120703008
43331,1120703009
43332,1120703010
43333,1120703011
43334,1120703012
43335,1120703013
43336,1120703014
43337,1120703015
43338,1120703016
43339,1120703017
43340,1120703018
43341,1120703019
43342,1120703020
43343,1120705001
43344,1120705002
43345,1120705003
43346,1120705004
43347,1120705005
43348,1120705006
43349,1120705007
43350,1120705008
43351,1120705009
43352,1120705010
43353,1120705011
43354,1120705012
43355,1120705013
43356,1120705014
43357,1120705015
43358,1120705016
43359,1120705017
43360,1120705018
43361,1120705019
43362,1120705020
43363,1120705021
43364,1120705022
43365,1120705023
43366,1120705024
43367,1120705025
43368,1120705026
43369,1120705027
43372,1120706003
43373,1120706004
43374,1120706005
43375,1120706006
43376,1120706007
43377,1120706008
43378,1120706009
43379,1120706010
43380,1120706011
43381,1120706012
43382,1120706013
43383,1120706014
43384,1120706015
43385,1120706016
43386,1120706017
43387,1120706018
43388,1120706019
43390,1120706021
43391,1120706022
43392,1120706023
43393,1120706024
43394,1120706025
43395,1120706026
43396,1120706027
43397,1120706028
43398,1120706029
43399,1120706030
43400,1120706031
43401,1120706032
43402,1120706033
43409,1120710002
43410,1120710003
43411,1120710004
43412,1120710005
43413,1120710006
43414,1120710007
43415,1120710008
43416,1120710009
43417,1120710010
43418,1120710011
43419,1120710012
43420,1120710013
43421,1120710014
43422,1120710015
43423,1120710016
43425,1120710018
43427,1120710020
43428,1120710021
43429,1120710022
43430,1120710023
43431,1120710024
43432,1120710025
43433,1120710026
43434,1120710027
43435,1120710028
43436,1120710029
43437,1120711001
43438,1120711002
43439,1120711003
43440,1120711004
43441,1120711005
43442,1120711006
43443,1120711007
43444,1120711008
43445,1120711009
43446,1120711010
43447,1120711011
43448,1120711012
43449,1120711013
43450,1120711014
43451,1120711015
43452,1120711016
43453,1120711017
43454,1120711018
43455,1120711019
43456,1120711020
43457,1120711021
43458,1120711022
43459,1120711023
43460,1120711024
43461,1120711025
43462,1120711026
43463,1120711027
43464,1120711028
43465,1120711029
43466,1120711030
43467,1120712001
43468,1120712002
43469,1120712003
43470,1120712004
43471,1120712005
43472,1120712006
43473,1120712007
43474,1120712008
43475,1120712009
43476,1120712010
43477,1120712011
43478,1120712012
43479,1120712013
43480,1120712014
43481,1120712015
43482,1120712016
43483,1120712017
43484,1120712018
43485,1120712019
43486,1120712020
43487,1120712021
43488,1120712022
43489,1120712023
43490,1120712024
43491,1120712025
43492,1120712026
43493,1120712027
43494,1120712028
43495,1120712029
43496,1120713001
43497,1120713002
43498,1120713003
43499,1120713004
43500,1120713005
43501,1120713006
43502,1120713007
43503,1120713008
43504,1120713009
43505,1120713010
43506,1120713011
43507,1120713012
43508,1120713013
43509,1120713014
43510,1120713015
43511,1120713016
43512,1120713017
43513,1120713018
43514,1120713019
43515,1120713020
43516,1120713021
43517,1120713022
43518,1120713023
43519,1120713024
43520,1120713025
43521,1120713026
43522,1120713027
43523,1120713028
43524,1120713029
43525,1120713030
43526,1120713031
43529,1120717002
43530,1120717003
43531,1120717004
43532,1120717005
43533,1120717006
43534,1120717007
43535,1120717008
43536,1120717009
43537,1120717010
43538,1120717011
43539,1120717012
43540,1120717013
43541,1120717014
43542,1120717015
43543,1120717016
43544,1120717017
43545,1120717018
43546,1120717019
43547,1120717020
43548,1120717021
43550,1120718002
43551,1120718003
43552,1120718004
43553,1120718005
43554,1120718006
43555,1120718007
43556,1120718008
43557,1120718009
43558,1120718010
43559,1120718011
43560,1120718012
43561,1120718013
43562,1120718014
43563,1120718015
43564,1120718016
43565,1120718017
43566,1120718018
43567,1120718019
43568,1120718020
43569,1120718021
43570,1120718022
43571,1120718023
43572,1120718024
43573,1120718025
43574,1120718026
43575,1120718027
43576,1120719001
43577,1120719002
43578,1120719003
43579,1120719004
43580,1120719005
43581,1120719006
43582,1120719007
43583,1120719008
43584,1120719009
43585,1120719010
43586,1120719011
43587,1120719012
43588,1120719013
43589,1120719014
43590,1120719015
43592,1120719017
43593,1120719018
43594,1120719019
43595,1120719020
43596,1120719021
43597,1120719022
43598,1120719023
43599,1120719024
43600,1120719025
43601,1120719026
43602,1120719027
43603,1120719028
43604,1120719029
43605,1120719030
43606,1120720001
43607,1120720002
43608,1120720003
43609,1120720004
43610,1120720005
43611,1120720006
43612,1120720007
43613,1120720008
43614,1120720009
43615,1120720010
43616,1120720011
43617,1120720012
43618,1120720013
43619,1120720014
43620,1120720015
43621,1120720016
43622,1120720017
43623,1120720018
43624,1120720019
43625,1120720020
43626,1120720021
43627,1120720022
43628,1120720023
43629,1120720024
43630,1120720025
43631,1120720026
43637,1120724002
43638,1120724003
43639,1120724004
43640,1120724005
43641,1120724006
43642,1120724007
43643,1120724008
43644,1120724009
43645,1120724010
43646,1120724011
43647,1120724012
43648,1120724013
43649,1120724014
43650,1120724015
43651,1120724016
43652,1120724017
43653,1120724018
43654,1120724019
43655,1120724020
43656,1120724021
43657,1120724022
43658,1120724023
43659,1120724024
43660,1120724025
43661,1120724026
43662,1120724027
43663,1120724028
43664,1120724029
43665,1120725001
43666,1120725002
43667,1120725003
43668,1120725004
43669,1120725005
43670,1120725006
43671,1120725007
43672,1120725008
43673,1120725009
43674,1120725010
43675,1120725011
43676,1120725012
43677,1120725013
43678,1120725014
43679,1120725015
43680,1120725016
43681,1120725017
43682,1120725018
43683,1120725019
43684,1120725020
43685,1120725021
43686,1120725022
43687,1120725023
43688,1120725024
43689,1120725025
43690,1120725026
43691,1120725027
43692,1120725028
43693,1120725029
43694,1120726001
43695,1120726002
43696,1120726003
43697,1120726004
43698,1120726005
43699,1120726006
43700,1120726007
43701,1120726008
43702,1120726009
43703,1120726010
43704,1120726011
43705,1120726012
43706,1120726013
43707,1120726014
43708,1120726015
43709,1120726016
43710,1120726017
43711,1120726018
43712,1120726019
43713,1120726020
43714,1120726021
43716,1120726023
43717,1120726024
43718,1120726025
43719,1120726026
43720,1120726027
43721,1120726028
43722,1120726029
43723,1120726030
43725,1120727002
43726,1120727003
43727,1120727004
43728,1120727005
43729,1120727006
43730,1120727007
43731,1120727008
43733,1120727010
43734,1120727012
43735,1120727013
43736,1120727014
43737,1120727015
43738,1120727016
43739,1120727017
43740,1120727018
43741,1120727019
43742,1120727020
43743,1120727021
43744,1120727022
43745,1120727023
43746,1120727024
43747,1120727025
43748,1120727026
43749,1120727027
