,SHOT
19456,1021029005
19457,1021029006
19458,1021029007
19459,1021029008
19460,1021030001
19461,1021030002
19462,1021030003
19463,1021030004
19464,1021030005
19465,1021030006
19466,1021030007
19467,1021030008
19468,1021030009
19469,1021030010
19470,1021030011
19471,1021030012
19472,1021030013
19473,1021030014
19474,1021030015
19475,1021030016
19476,1021030017
19477,1021030018
19478,1021030019
19479,1021030020
19480,1021030021
19481,1021030022
19482,1021030023
19483,1021030024
19484,1021030025
19485,1021030026
19486,1021030027
19490,1021031004
19491,1021031005
19492,1021031006
19493,1021031007
19494,1021031008
19495,1021031009
19496,1021031010
19497,1021031011
19498,1021031012
19499,1021031013
19500,1021031014
19501,1021031015
19502,1021031016
19503,1021031017
19504,1021031018
19505,1021031019
19506,1021031020
19507,1021031021
19508,1021031022
19509,1021031023
19510,1021031024
19511,1021031025
19512,1021031026
19513,1021031027
19515,1021031029
19516,1021031030
19517,1021031031
19518,1021031032
19519,1021101001
19520,1021101002
19521,1021101003
19522,1021101004
19523,1021101005
19524,1021101006
19525,1021101007
19526,1021101008
19527,1021101009
19528,1021101010
19529,1021101011
19530,1021101012
19531,1021101013
19532,1021101014
19533,1021101015
19534,1021101016
19535,1021101017
19536,1021101018
19537,1021101019
19538,1021101020
19539,1021101021
19540,1021101022
19541,1021101023
19542,1021101024
19543,1021101025
19544,1021101026
19545,1021101027
19546,1021101028
19547,1021101029
19548,1021101030
19549,1021101031
19550,1021104001
19551,1021104002
19552,1021104003
19553,1021104004
19554,1021104005
19555,1021104006
19556,1021104007
19557,1021104008
19558,1021104009
19559,1021104010
19560,1021104011
19561,1021104012
19562,1021104013
19563,1021104014
19564,1021104015
19565,1021104016
19566,1021104017
19567,1021104018
19568,1021104019
19569,1021104020
19570,1021104021
19571,1021104022
19572,1021104023
19573,1021104024
19574,1021104025
19575,1021104026
19576,1021104027
19577,1021104028
19578,1021104029
19579,1021104030
19580,1021104031
19581,1021105001
19582,1021105002
19583,1021105003
19584,1021105004
19585,1021105005
19586,1021105006
19587,1021105007
19588,1021105008
19589,1021105009
19590,1021105010
19591,1021105011
19592,1021105012
19593,1021105013
19594,1021105014
19595,1021105015
19596,1021105016
19597,1021105017
19598,1021105018
19599,1021105019
19600,1021105020
19601,1021105021
19602,1021105022
19603,1021105023
19604,1021105024
19605,1021105025
19606,1021105026
19607,1021105027
19608,1021105028
19609,1021105029
19610,1021105030
19611,1021105031
19612,1021106001
19613,1021106002
19614,1021106003
19615,1021106004
19616,1021106005
19617,1021106006
19618,1021106007
19619,1021106008
19620,1021106009
19621,1021106010
19623,1021106012
19624,1021106013
19625,1021106014
19626,1021106015
19627,1021106016
19628,1021106017
19629,1021106018
19630,1021106019
19631,1021106020
19632,1021106021
19633,1021106022
19634,1021106023
19635,1021106024
19637,1021107002
19638,1021107003
19639,1021107004
19640,1021107005
19643,1021107008
19644,1021107009
19645,1021107010
19646,1021107011
19647,1021107012
19648,1021107013
19649,1021107014
19650,1021107015
19651,1021107016
19652,1021107017
19653,1021107018
19654,1021107019
19655,1021107020
19656,1021107021
19657,1021107022
19658,1021107023
19659,1021107024
19660,1021107025
19661,1021107026
19666,1021107031
19667,1021107032
19668,1021107033
19669,1021107034
19671,1021107036
19672,1021107037
19674,1021108002
19675,1021108003
19676,1021108004
19677,1021108005
19678,1021108006
19679,1021108007
19680,1021108008
19681,1021108009
19682,1021108010
19683,1021108011
19684,1021108012
19685,1021108013
19686,1021108014
19688,1021108016
19689,1021108017
19691,1021108019
19692,1021108020
19693,1021108021
19694,1021108022
19695,1021108023
19698,1021112003
19699,1021112004
19700,1021112005
19701,1021112006
19702,1021112007
19703,1021112008
19980,1030422001
19981,1030422002
19982,1030422003
19983,1030422004
19985,1030422008
19986,1030422009
19987,1030422010
19988,1030422011
19989,1030422012
19990,1030422013
19991,1030422014
19992,1030422015
19993,1030422016
19994,1030422017
19995,1030422018
19996,1030422019
19997,1030422020
19998,1030422021
19999,1030422022
20000,1030422023
20001,1030422024
20002,1030422025
20003,1030422026
20004,1030422027
20005,1030422028
20006,1030422029
20007,1030423001
20008,1030423002
20009,1030423003
20010,1030423004
20011,1030423005
20012,1030423006
20013,1030423007
20014,1030423008
20015,1030423009
20016,1030423010
20017,1030423011
20018,1030423012
20019,1030423013
20020,1030423014
20021,1030423015
20022,1030423016
20023,1030423017
20024,1030423018
20025,1030423019
20026,1030423020
20027,1030423021
20028,1030423022
20029,1030423023
20030,1030424001
20031,1030424002
20032,1030424003
20033,1030424004
20034,1030424005
20035,1030424006
20036,1030424007
20037,1030424008
20038,1030424009
20039,1030424010
20040,1030424011
20041,1030424012
20043,1030424014
20044,1030424015
20046,1030424017
20047,1030424018
20048,1030424019
20049,1030424020
20051,1030424022
20052,1030424023
20053,1030424024
20055,1030424026
20059,1030424030
20060,1030424031
20062,1030424033
20063,1030425001
20065,1030425003
20067,1030425005
20068,1030425006
20069,1030425007
20070,1030425008
20071,1030425009
20072,1030425010
20073,1030425011
20074,1030425012
20075,1030425013
20076,1030425014
20077,1030425015
20079,1030425017
20080,1030425018
20081,1030425020
20086,1030425025
20099,1030429001
20100,1030429002
20101,1030429003
20104,1030429006
20105,1030429007
20106,1030429008
20108,1030429010
20109,1030429011
20110,1030429012
20113,1030429015
20114,1030429016
20115,1030429017
20116,1030429018
20117,1030429019
20119,1030429021
20120,1030429022
20121,1030429023
20122,1030429024
20123,1030429025
20127,1030430002
20128,1030430003
20129,1030430004
20130,1030430005
20131,1030430006
20133,1030430009
20134,1030430010
20135,1030430011
20136,1030430012
20137,1030430013
20138,1030430014
20139,1030430015
20140,1030430016
20141,1030430017
20142,1030430018
20143,1030430019
20144,1030430020
20145,1030430021
20146,1030430022
20147,1030430023
20149,1030430025
20150,1030501001
20151,1030501002
20152,1030501003
20155,1030501006
20156,1030501007
20158,1030501009
20159,1030501010
20160,1030501011
20161,1030501012
20162,1030501013
20163,1030501014
20165,1030501016
20166,1030501017
20167,1030501018
20168,1030501019
20169,1030501020
20170,1030501021
20171,1030501022
20173,1030501024
20174,1030501025
20175,1030501026
20176,1030501027
20177,1030502001
20178,1030502002
20179,1030502003
20180,1030502004
20181,1030502005
20182,1030502006
20186,1030502010
20187,1030502011
20188,1030502012
20189,1030502013
20190,1030502014
20191,1030502015
20192,1030502016
20193,1030502017
20194,1030502018
20195,1030502019
20196,1030502020
20197,1030502021
20198,1030502022
20199,1030502023
20200,1030502024
20201,1030502025
20216,1030506007
20217,1030506008
20218,1030506009
20219,1030506010
20220,1030506011
20221,1030506012
20222,1030506013
20223,1030506014
20224,1030506015
20225,1030506016
20226,1030506017
20227,1030506018
20228,1030507001
20229,1030507002
20230,1030507003
20231,1030507004
20232,1030507005
20233,1030507006
20234,1030507007
20235,1030507008
20236,1030507009
20237,1030507010
20238,1030507011
20239,1030507012
20240,1030507013
20241,1030507014
20242,1030507015
20243,1030507016
20244,1030507017
20245,1030507018
20246,1030507019
20247,1030507020
20248,1030507021
20249,1030507022
20250,1030507023
20251,1030507024
20252,1030507025
20253,1030507026
20254,1030507027
20255,1030508001
20256,1030508002
20257,1030508003
20258,1030508004
20259,1030508005
20260,1030508006
20261,1030508007
20262,1030508008
20263,1030508009
20264,1030508010
20265,1030508011
20266,1030508012
20267,1030508013
20268,1030508014
20288,1030509006
20289,1030509007
20290,1030509008
20291,1030509009
20292,1030509010
20293,1030509011
20296,1030509014
20297,1030509015
20298,1030509016
20299,1030509017
20306,1030514001
20307,1030514002
20308,1030514003
20309,1030514004
20310,1030514005
20311,1030514006
20312,1030514007
20313,1030514008
20314,1030514009
20315,1030514010
20316,1030514011
20317,1030514012
20318,1030514013
20319,1030514014
20320,1030514015
20321,1030514016
20322,1030514017
20323,1030514018
20324,1030514019
20325,1030514020
20326,1030514021
20327,1030514022
20328,1030514023
20329,1030514024
20330,1030514025
20331,1030514026
20332,1030514027
20333,1030514028
20336,1030515003
20337,1030515004
20338,1030515005
20339,1030515006
20340,1030515007
20341,1030515008
20342,1030515009
20343,1030515010
20344,1030515011
20345,1030515012
20346,1030515013
20347,1030515014
20348,1030515015
20349,1030515016
20350,1030515017
20351,1030515018
20352,1030515019
20353,1030515020
20354,1030515021
20355,1030515022
20356,1030515023
20357,1030515024
20358,1030515025
20359,1030515026
20360,1030515027
20361,1030515028
20362,1030515029
20363,1030515030
20364,1030515031
20365,1030515032
20366,1030515033
20367,1030515034
20368,1030516001
20369,1030516002
20370,1030516003
20371,1030516004
20372,1030516005
20373,1030516006
20374,1030516007
20375,1030516008
20376,1030516009
20377,1030516010
20378,1030516011
20379,1030516012
20380,1030516013
20381,1030516014
20382,1030516015
20383,1030516016
20386,1030516019
20387,1030516020
20388,1030516021
20389,1030516022
20390,1030516023
20391,1030516024
20392,1030516025
20393,1030516026
20394,1030516027
20395,1030516028
20396,1030516029
20397,1030516030
20403,1030520003
20404,1030520004
20405,1030520005
20406,1030520006
20407,1030520007
20408,1030520008
20409,1030520009
20410,1030520010
20411,1030520011
20412,1030520012
20413,1030520013
20414,1030520014
20415,1030520015
20416,1030520016
20417,1030520017
20418,1030520018
20419,1030520019
20420,1030520020
20421,1030520021
20422,1030520022
20423,1030520023
20424,1030520024
20425,1030520025
20426,1030520026
20427,1030520027
20428,1030520028
20464,1030522001
20465,1030522002
20466,1030522003
20467,1030522004
20468,1030522005
20469,1030522006
20470,1030522007
20471,1030522008
20472,1030522009
20473,1030522010
20474,1030522011
20475,1030522012
20476,1030522013
20477,1030522014
20478,1030522015
20479,1030522016
20480,1030522017
20481,1030522018
20482,1030522019
20483,1030522020
20484,1030522021
20485,1030522022
20486,1030522023
20487,1030522024
20488,1030522025
20489,1030522026
20490,1030522027
20491,1030522028
20492,1030522029
20493,1030523001
20494,1030523002
20495,1030523003
20496,1030523004
20497,1030523005
20498,1030523006
20499,1030523007
20500,1030523008
20501,1030523009
20502,1030523010
20503,1030523011
20504,1030523012
20505,1030523013
20506,1030523014
20507,1030523015
20508,1030523016
20509,1030523017
20510,1030523018
20511,1030523019
20512,1030523020
20513,1030523021
20514,1030523022
20515,1030523023
20516,1030523024
20517,1030523025
20518,1030523026
20519,1030523027
20520,1030523028
20521,1030523029
20522,1030523030
20525,1030528003
20526,1030528004
20527,1030528005
20528,1030528006
20529,1030528007
20530,1030528008
20531,1030528009
20532,1030528010
20533,1030528011
20534,1030528012
20535,1030528013
20536,1030528014
20537,1030528015
20538,1030528016
20539,1030528017
20540,1030528018
20541,1030528019
20542,1030528020
20543,1030528021
20544,1030528022
20545,1030528023
20546,1030528024
20547,1030528025
20548,1030528026
20549,1030528027
20550,1030528028
20551,1030528029
20552,1030528030
20553,1030529001
20554,1030529002
20555,1030529003
20556,1030529004
20557,1030529005
20558,1030529006
20559,1030529007
20560,1030529008
20561,1030529009
20562,1030529010
20563,1030529011
20564,1030529012
20565,1030529013
20566,1030529014
20567,1030529015
20568,1030529016
20569,1030529017
20570,1030529018
20571,1030529019
20572,1030529020
20573,1030529021
20574,1030529022
20575,1030529023
20576,1030529024
20577,1030529025
20578,1030529026
20579,1030529027
20580,1030530001
20581,1030530002
20582,1030530003
20583,1030530004
20584,1030530005
20585,1030530006
20586,1030530007
20587,1030530008
20588,1030530009
20589,1030530010
20590,1030530011
20591,1030530012
20592,1030530013
20593,1030530014
20596,1030530017
20597,1030530018
20598,1030530019
20599,1030530020
20600,1030530021
20601,1030530022
20602,1030530023
20603,1030530024
20604,1030530025
20605,1030530026
20606,1030530027
20607,1030530028
20608,1030530029
20609,1030530030
20610,1030530031
20611,1030530032
20612,1030530033
20613,1030530034
20617,1030603003
20618,1030603004
20619,1030603005
20620,1030603006
20621,1030603007
20622,1030603008
20623,1030603009
20624,1030603010
20625,1030603011
20626,1030603012
20627,1030603013
20628,1030603014
20629,1030603015
20630,1030603016
20631,1030603017
20632,1030603018
20633,1030603019
20634,1030603020
20635,1030603021
20637,1030604002
20638,1030604003
20639,1030604004
20640,1030604005
20641,1030604006
20642,1030604007
20643,1030604008
20644,1030604009
20645,1030604010
20646,1030604011
20647,1030604012
20648,1030604013
20649,1030604014
20650,1030604015
20651,1030604016
20652,1030604017
20653,1030604018
20654,1030604019
20655,1030604020
20656,1030604021
20657,1030604022
20658,1030604023
20659,1030604024
20660,1030604025
20661,1030604026
20662,1030604027
20663,1030604028
20664,1030604029
20665,1030604030
20666,1030604031
20667,1030604032
20669,1030605002
20670,1030605003
20671,1030605004
20672,1030605005
20674,1030605007
20675,1030605008
20676,1030605009
20677,1030605010
20678,1030605011
20679,1030605012
20680,1030605013
20681,1030605014
20682,1030605015
20683,1030605016
20684,1030605017
20685,1030605018
20686,1030605019
20687,1030605020
20688,1030605021
20689,1030605022
20690,1030605023
20691,1030605024
20692,1030605025
20693,1030605026
20694,1030605027
20695,1030605028
20696,1030605029
20697,1030605030
20698,1030605031
20699,1030606001
20700,1030606002
20701,1030606003
20702,1030606004
20703,1030606005
20704,1030606006
20705,1030606007
20706,1030606008
20707,1030606009
20708,1030606010
20709,1030606011
20710,1030606012
20711,1030606013
20712,1030606014
20713,1030606015
20714,1030606016
20715,1030606017
20716,1030606018
20717,1030606019
20718,1030606020
20719,1030606021
20720,1030606022
20721,1030606023
20722,1030606024
20723,1030606025
20724,1030606026
20725,1030606027
20726,1030606028
20727,1030606029
20728,1030606030
20729,1030606031
20730,1030606032
20731,1030606033
20732,1030606034
20733,1030606035
20734,1030610001
20735,1030610002
20736,1030610003
20737,1030610004
20738,1030610005
20739,1030610006
20740,1030610007
20741,1030610008
20743,1030610010
20744,1030610011
20745,1030610012
20746,1030610013
20747,1030610014
20748,1030610015
20749,1030610016
20750,1030610017
20751,1030610018
20752,1030610019
20759,1030610026
20760,1030610027
20761,1030610028
20762,1030611001
20763,1030611002
20764,1030611003
20765,1030611004
20766,1030611005
20767,1030611006
20768,1030611007
20769,1030611008
20771,1030611010
20772,1030611011
20773,1030611012
20774,1030611013
20775,1030611014
20776,1030611015
20777,1030611016
20778,1030611017
20779,1030611018
20780,1030611019
20781,1030611020
20782,1030611021
20783,1030611022
20784,1030611023
20785,1030611024
20786,1030611025
20787,1030611026
20788,1030611027
20791,1030612003
20792,1030612004
20793,1030612005
20794,1030612006
20795,1030612007
20796,1030612008
20797,1030612009
20798,1030612010
20799,1030612011
20800,1030612012
20801,1030612013
20803,1030613002
20804,1030613003
20805,1030613004
20806,1030613005
20807,1030613006
20808,1030613007
20809,1030613008
20810,1030613009
20811,1030613010
20812,1030613011
20813,1030613012
20814,1030613013
20815,1030613014
20816,1030613015
20817,1030613016
20818,1030613017
20819,1030613018
20820,1030613019
20821,1030613020
20822,1030613021
20823,1030613022
20825,1030613024
20826,1030613025
20827,1030613026
20828,1030613027
20829,1030613028
20830,1030613029
20831,1030613030
20832,1030613031
20833,1030613032
20834,1030613033
20835,1030613034
20836,1030613035
20837,1030613036
20838,1030617001
20839,1030617002
20840,1030617003
20841,1030617004
20842,1030617005
20843,1030617006
20844,1030617007
20845,1030617008
20846,1030617009
20847,1030617010
20848,1030617011
20849,1030617012
20850,1030617013
20851,1030617014
20852,1030617015
20853,1030617016
20854,1030617017
20855,1030617018
20856,1030617019
20857,1030617020
20858,1030617021
20859,1030617022
20860,1030617023
20861,1030617024
20862,1030617025
20863,1030617026
20864,1030617027
20865,1030617028
20866,1030617029
20867,1030617030
20868,1030617031
20869,1030617032
20870,1030618001
20871,1030618002
20872,1030618003
20873,1030618004
20874,1030618005
20875,1030618006
20876,1030618007
20877,1030618008
20878,1030618009
20879,1030618010
20880,1030618011
20881,1030618012
20882,1030618013
20883,1030618014
20884,1030618015
20885,1030618016
20886,1030618017
20887,1030618018
20889,1030618020
20890,1030618021
20891,1030618022
20892,1030618023
20893,1030618024
20894,1030618025
20895,1030618026
20896,1030618027
20897,1030618028
20898,1030618029
20899,1030618030
20900,1030618031
20902,1030618033
20903,1030618034
20904,1030618035
20905,1030619001
20906,1030619002
20907,1030619003
20908,1030619004
20909,1030619005
20910,1030619006
20911,1030619007
20912,1030619008
20913,1030619009
20914,1030619010
20915,1030619011
20916,1030619012
20917,1030619013
20918,1030619014
20920,1030619016
20921,1030619017
20922,1030619018
20923,1030619019
20924,1030619020
20925,1030619021
20926,1030619022
20927,1030619023
20928,1030619024
20929,1030619025
20930,1030619026
20931,1030619027
20932,1030619028
20933,1030619029
20934,1030619030
20935,1030619031
20936,1030620001
20937,1030620002
20938,1030620003
20939,1030620004
20940,1030620005
20941,1030620006
20942,1030620007
20944,1030620009
20945,1030620010
20946,1030620011
20947,1030620012
20948,1030620013
20949,1030620014
20950,1030620015
20951,1030620016
20952,1030620017
20953,1030620018
20954,1030620019
20955,1030620020
20956,1030620021
20957,1030620022
20958,1030620023
20961,1030620026
20963,1030620028
20969,1030630003
20970,1030630004
20971,1030630005
20972,1030630006
20973,1030630007
20974,1030630008
20975,1030630009
20976,1030630010
20977,1030630011
20978,1030630012
20979,1030630013
20980,1030630014
20981,1030630015
20982,1030630016
20983,1030630017
20984,1030630018
20985,1030630019
20986,1030630020
20987,1030630021
20988,1030630022
20989,1030630023
20990,1030630024
20991,1030630025
20992,1030630026
20993,1030630027
20994,1030630028
20995,1030630029
20996,1030630030
20997,1030630031
20998,1030701001
20999,1030701002
21000,1030701003
21001,1030701004
21002,1030701005
21003,1030701006
21004,1030701007
21005,1030701008
21006,1030701009
21007,1030701010
21008,1030701011
21009,1030701012
21010,1030701013
21011,1030701014
21012,1030701015
21013,1030701016
21014,1030701017
21015,1030701018
21016,1030701019
21017,1030701020
21018,1030701021
21019,1030701022
21020,1030701023
21021,1030701024
21022,1030701025
21023,1030701026
21024,1030702001
21025,1030702002
21026,1030702003
21027,1030702004
21028,1030702005
21029,1030702006
21030,1030702007
21031,1030702008
21032,1030702009
21033,1030702010
21034,1030702011
21035,1030702012
21036,1030702013
21037,1030702014
21038,1030702015
21039,1030702016
21040,1030702017
21041,1030702018
21042,1030702019
21043,1030702020
21044,1030702021
21045,1030702022
21046,1030702023
21047,1030702024
21048,1030702025
21049,1030702026
21050,1030702027
21051,1030702028
21052,1030702029
21053,1030702030
21054,1030702031
21055,1030702032
21056,1030702033
21057,1030702034
21058,1030702035
21059,1030702036
21060,1030702037
21061,1030702038
21062,1030702039
21063,1030702040
21064,1030703001
21065,1030703002
21066,1030703003
21067,1030703004
21068,1030703005
21069,1030703006
21070,1030703007
21071,1030703008
21072,1030703009
21073,1030703010
21074,1030703011
21075,1030703012
21076,1030703013
21077,1030703014
21078,1030703015
21079,1030703016
21080,1030703017
21081,1030703018
21082,1030703019
21083,1030703020
21084,1030703021
21085,1030703022
21086,1030703023
21087,1030703024
21088,1030703025
21089,1030703026
21090,1030703027
21091,1030703028
21095,1030708001
21096,1030708002
21097,1030708003
21098,1030708004
21099,1030708005
21100,1030708006
21101,1030708007
21102,1030708008
21103,1030708009
21106,1030708012
21107,1030708013
21108,1030708015
21109,1030708016
21110,1030708017
21111,1030708018
21113,1030709001
21115,1030709003
21116,1030709004
21117,1030709005
21118,1030709006
21119,1030709007
21120,1030709008
21121,1030709009
21122,1030709010
21123,1030709011
21124,1030709012
21125,1030709013
21126,1030709014
21127,1030709015
21128,1030709016
21129,1030709017
21130,1030709018
21131,1030709019
21132,1030709020
21133,1030709021
21134,1030709022
21135,1030709023
21136,1030709024
21137,1030709025
21138,1030709026
21139,1030709027
21140,1030709028
21141,1030709029
21142,1030709030
21143,1030709031
21144,1030709032
21148,1030710001
21149,1030710002
21150,1030710003
21151,1030710004
21152,1030710005
21153,1030710006
21154,1030710007
21155,1030710008
21156,1030710009
21157,1030710010
21158,1030710011
21159,1030710012
21160,1030710013
21161,1030710014
21162,1030710015
21163,1030710016
21164,1030710017
21165,1030710018
21166,1030710019
21167,1030710020
21168,1030710021
21169,1030710022
21170,1030710023
21171,1030710024
21172,1030710025
21173,1030710026
21174,1030710027
21175,1030710028
21177,1030711001
21179,1030711003
21180,1030711004
21181,1030711005
21182,1030711006
21183,1030711007
21184,1030711008
21185,1030711009
21186,1030711010
21187,1030711011
21188,1030711012
21189,1030711013
21190,1030711014
21191,1030711015
21192,1030711016
21193,1030711017
21194,1030711018
21195,1030711019
21196,1030711020
21197,1030711021
21198,1030711022
21199,1030711023
21200,1030711024
21201,1030711025
21202,1030711026
21203,1030711027
21204,1030711028
21205,1030711029
21206,1030711030
21207,1030711031
21208,1030711032
21209,1030711033
21210,1030711034
21211,1030711035
21212,1030711036
21213,1030711037
21214,1030711038
21215,1030711039
21216,1030711040
21217,1030711041
21218,1030711042
21219,1030711043
21226,1030715001
21227,1030715002
21228,1030715003
21229,1030715004
21231,1030715006
21232,1030715007
21233,1030715008
21234,1030715009
21235,1030715010
21236,1030715011
21237,1030715012
21238,1030715013
21239,1030715014
21240,1030715015
21241,1030715016
21242,1030715017
21243,1030715018
21244,1030715019
21245,1030715020
21246,1030715021
21247,1030715022
21248,1030715023
21249,1030715024
21250,1030715025
21251,1030715026
21252,1030715027
21253,1030715028
21254,1030715029
21255,1030715030
21256,1030715031
21257,1030715032
21258,1030715033
21259,1030716001
21260,1030716002
21261,1030716003
21262,1030716004
21263,1030716005
21264,1030716006
21265,1030716007
21266,1030716008
21267,1030716009
21268,1030716010
21269,1030716011
21270,1030716012
21271,1030716013
21272,1030716014
21273,1030716015
21274,1030716016
21275,1030716017
21276,1030716018
21277,1030716019
21278,1030716020
21279,1030716021
21347,1031009016
21348,1031009017
21349,1031009018
21354,1031010004
21355,1031010005
21356,1031010006
21357,1031010007
21358,1031010008
21359,1031010009
21360,1031010010
21361,1031010011
21362,1031010012
21363,1031010013
21364,1031010014
21365,1031010015
21370,1031010020
21371,1031010021
21372,1031010022
21373,1031010023
21374,1031010024
21375,1031010025
21376,1031010026
21377,1031010027
21381,1031015002
21382,1031015003
21383,1031015004
21384,1031015005
21385,1031015006
21386,1031015007
21387,1031015008
21388,1031015009
21389,1031015010
21390,1031015011
21391,1031015012
21392,1031015013
21393,1031015014
21394,1031015015
21395,1031015016
21396,1031015017
21397,1031015018
21398,1031015019
21399,1031015020
21400,1031015021
21401,1031015022
21402,1031015023
21403,1031015024
21404,1031015025
21406,1031015027
21408,1031016002
21409,1031016003
21410,1031016004
21411,1031016005
21412,1031016006
21413,1031016007
21414,1031016008
21415,1031016009
21416,1031016010
21417,1031016011
21418,1031016012
21419,1031016013
21420,1031016014
21421,1031016015
21422,1031016016
21423,1031016017
21424,1031016018
21425,1031016019
21426,1031016020
21427,1031016021
21428,1031016022
21429,1031016023
21430,1031016024
21431,1031016025
21432,1031016026
21433,1031016027
21434,1031016028
21435,1031016029
21436,1031016030
21437,1031016031
21438,1031016032
21439,1031016033
21440,1031016034
21441,1031017001
21442,1031017002
21443,1031017003
21444,1031017004
21445,1031017005
21446,1031017006
21447,1031017007
21448,1031017008
21449,1031017009
21450,1031017010
21451,1031017011
21452,1031017012
21453,1031017013
21454,1031017014
21455,1031017015
21456,1031017016
21457,1031017017
21458,1031017018
21459,1031017019
21460,1031017020
21461,1031017021
21462,1031017022
21463,1031017023
21464,1031017024
21465,1031017025
21466,1031017026
21467,1031017027
21468,1031017028
21469,1031017029
21470,1031017030
21471,1031017031
21472,1031017032
21478,1031021002
21479,1031021003
21480,1031021004
21481,1031021005
21482,1031021006
21483,1031021007
21484,1031021008
21485,1031021009
21486,1031021010
21487,1031021011
21488,1031021012
21489,1031021013
21490,1031021014
21501,1031022003
21502,1031022004
21504,1031022006
21505,1031022007
21506,1031022008
21507,1031022009
21508,1031022010
21509,1031022011
21510,1031022012
21511,1031022013
21512,1031022014
21513,1031022015
21514,1031022016
21515,1031022017
21516,1031022018
21518,1031023002
21519,1031023003
21520,1031023004
21521,1031023005
21522,1031023006
21523,1031023007
21524,1031023008
21525,1031023009
21526,1031023010
21527,1031023011
21528,1031023012
21529,1031023013
21530,1031023014
21531,1031023015
21532,1031023016
21533,1031023017
21534,1031023018
21535,1031023019
21536,1031023020
21537,1031023021
21538,1031023022
21539,1031023023
21540,1031023024
21547,1031024007
21548,1031024008
21549,1031024009
21550,1031024010
21551,1031024011
21552,1031024012
21553,1031024013
21554,1031024014
21555,1031024015
21556,1031024016
21557,1031024017
21558,1031024018
21559,1031024019
21560,1031024020
21561,1031024021
21562,1031024022
21563,1031024023
21564,1031024024
21565,1031024025
21566,1031024026
21567,1031024027
21568,1031024028
21569,1031024029
21570,1031024030
21606,1031104005
21607,1031104006
21608,1031104007
21609,1031104008
21610,1031104009
21611,1031104010
21612,1031104011
21613,1031104012
21614,1031104013
21615,1031104014
21616,1031104015
21617,1031104016
21618,1031104017
21619,1031104018
21620,1031104019
21621,1031104020
21622,1031104021
21623,1031104022
21624,1031104023
21625,1031104024
21626,1031104025
21627,1031104026
21628,1031104027
21629,1031104028
21630,1031104029
21631,1031104030
21632,1031104031
21633,1031104032
21634,1031104033
21635,1031104034
21636,1031106001
21637,1031106002
21638,1031106003
21639,1031106004
21640,1031106005
21641,1031106006
21642,1031106007
21643,1031106008
21644,1031106009
21645,1031106010
21646,1031106011
21647,1031106012
21648,1031106013
21649,1031106014
21650,1031106015
21651,1031106016
21652,1031106017
21653,1031106018
21654,1031106019
21655,1031106020
21656,1031106021
21657,1031106022
21658,1031106023
21659,1031106024
21660,1031106025
21661,1031106026
21662,1031106027
21663,1031106028
21664,1031106029
21670,1031107006
21671,1031107007
21672,1031107008
21673,1031107009
21674,1031107010
21675,1031107011
21676,1031107012
21678,1031107014
21679,1031107015
21680,1031107016
21681,1031107017
21682,1031107018
21683,1031107019
21684,1031107020
21685,1031107021
21686,1031107022
21687,1031107023
21688,1031107024
21689,1031107025
21690,1031107026
21691,1031107027
21692,1031107028
21693,1031107029
21694,1031107030
21695,1031107031
21696,1031107032
21697,1031107033
21698,1031107034
21700,1031112002
21701,1031112003
21702,1031112004
21703,1031112005
21704,1031112006
21705,1031112007
21706,1031112008
21707,1031112009
21708,1031112010
21709,1031112011
21710,1031112012
21711,1031112013
21712,1031112014
21713,1031112015
21715,1031112017
21716,1031112018
21717,1031112019
21718,1031112020
21719,1031112021
21720,1031112022
21722,1031113002
21723,1031113003
21725,1031113006
21726,1031113007
21727,1031113008
21728,1031113009
21729,1031113010
21730,1031113011
21731,1031113012
21732,1031113013
21733,1031113014
21734,1031113015
21735,1031113016
21736,1031113017
21737,1031113018
21738,1031113019
21739,1031113020
21741,1031113022
21742,1031113023
21743,1031113024
21744,1031113025
21746,1031114002
21747,1031114003
21748,1031114004
21749,1031114005
21750,1031114006
21751,1031114007
21752,1031114008
21753,1031114009
21754,1031114010
21755,1031114011
21756,1031114012
21757,1031114013
21758,1031114014
21759,1031114015
21760,1031114017
21761,1031114018
21762,1031114019
21763,1031114020
21764,1031114021
21765,1031114022
21766,1031114023
21767,1031114024
21768,1031114025
21769,1031114026
21770,1031114027
21771,1031114028
21777,1031118006
21778,1031118007
21779,1031118008
21780,1031118009
21782,1031118011
21783,1031118012
21784,1031118013
21785,1031118014
21786,1031118015
21787,1031118016
21788,1031118017
21789,1031118018
21790,1031118019
21803,1031120005
21804,1031120006
21805,1031120007
21806,1031120008
21807,1031120009
21808,1031120010
21809,1031120011
21810,1031120012
21811,1031120013
21812,1031120014
21813,1031120015
21814,1031120016
21815,1031120017
21816,1031120018
21817,1031120019
21818,1031120020
21819,1031120021
21820,1031120022
21821,1031120023
21822,1031120024
21823,1031120025
21824,1031120026
21825,1031120027
21826,1031120028
21827,1031120029
21828,1031120030
21829,1031120031
21830,1031121001
21831,1031121002
21832,1031121003
21833,1031121004
21834,1031121005
21836,1031121007
21837,1031121008
21839,1031121010
21840,1031121011
21841,1031121012
21843,1031121014
21844,1031121015
21845,1031121016
21846,1031121017
21847,1031121018
21848,1031121019
21849,1031121020
21850,1031121021
21851,1031121022
21852,1031121023
21853,1031121024
21854,1031121025
