shot,injection_time,duration,thermal_quench_time,vetted,notes
1150827009,0.2192760875225067,0.001579759478569,0.22218431550122322,0,
1150904009,1.2479218711853028,0.0069311389923094,1.2554737920324832,0,
1150904010,1.2578071823120118,0.0069311389923094,1.2651275392355148,0,
1150904012,1.2518759241104127,0.0074041614532469,1.2593807749813002,0,
1150904014,1.0660332908630372,0.0049540529251097,1.0714555939603876,0,
1150904015,1.1233677139282228,0.0060003528594969,1.1294778930643399,0,
1150904017,1.2419907321929933,0.0029770860671995,1.2454079295316793,0,
1150904020,1.1115054359436036,0.0057026872634886,1.1179699254699111,0,
1150916025,0.9572955241203308,0.0024085173606872,0.9597067611243599,1,Likely Mo injection. Based on spectrum there could be additional high-Z impurity types.
1150917001,0.4373313357830047,0.0055247375965118,0.4435033772237849,0,
1150923012,1.2518759241104127,0.0053241977691649,1.2572019559664396,0,
